ID	phases	idx	Hdel	Hid	Hstart	Hend	Pdel	Pid	Pstart	Pend
SL2.50ch01_1439744_1441124	++	5	0	SL2.50ch01	1440212	1440224	11	Spenn-ch01	1701069	1701070
SL2.50ch01_1439744_1441124	++	6	1	SL2.50ch01	1440264	1440265	0	Spenn-ch01	1701110	1701112
SL2.50ch01_1439744_1441124	++	7	1	SL2.50ch01	1440355	1440356	0	Spenn-ch01	1701202	1701204
SL2.50ch01_1439744_1441124	++	8	0	SL2.50ch01	1440466	1440474	7	Spenn-ch01	1701314	1701315
SL2.50ch01_1439744_1441124	++	9	0	SL2.50ch01	1440483	1440493	9	Spenn-ch01	1701324	1701325
SL2.50ch01_1439744_1441124	++	10	4	SL2.50ch01	1440507	1440508	0	Spenn-ch01	1701339	1701344
SL2.50ch01_1439744_1441124	++	11	0	SL2.50ch01	1440554	1440568	13	Spenn-ch01	1701390	1701391
SL2.50ch01_1439744_1441124	++	12	0	SL2.50ch01	1440713	1440716	2	Spenn-ch01	1701536	1701537
SL2.50ch01_1439744_1441124	++	13	0	SL2.50ch01	1440756	1440758	1	Spenn-ch01	1701577	1701578
SL2.50ch01_1439744_1441124	++	14	2	SL2.50ch01	1440782	1440783	0	Spenn-ch01	1701602	1701605
SL2.50ch01_1439744_1441124	++	15	0	SL2.50ch01	1441006	1441074	67	Spenn-ch01	1701828	1701829
SL2.50ch01_1450284_1450639	++	1	471	SL2.50ch01	1450579	1450580	0	Spenn-ch01	1711335	1711807
SL2.50ch01_1465129_1466529	++	1	3	SL2.50ch01	1465159	1465160	0	Spenn-ch01	1726222	1726226
SL2.50ch01_1465129_1466529	++	2	0	SL2.50ch01	1465217	1465219	1	Spenn-ch01	1726283	1726284
SL2.50ch01_1465129_1466529	++	3	1	SL2.50ch01	1465251	1465252	0	Spenn-ch01	1726316	1726318
SL2.50ch01_1465129_1466529	++	4	14	SL2.50ch01	1465314	1465315	0	Spenn-ch01	1726380	1726395
SL2.50ch01_1465129_1466529	++	5	0	SL2.50ch01	1465377	1465379	1	Spenn-ch01	1726457	1726458
SL2.50ch01_1465129_1466529	++	6	1	SL2.50ch01	1465389	1465390	0	Spenn-ch01	1726468	1726470
SL2.50ch01_1465129_1466529	++	7	0	SL2.50ch01	1465418	1465420	1	Spenn-ch01	1726498	1726499
SL2.50ch01_1465129_1466529	++	8	0	SL2.50ch01	1465736	1465738	1	Spenn-ch01	1726815	1726816
SL2.50ch01_1465129_1466529	++	9	0	SL2.50ch01	1465774	1465776	1	Spenn-ch01	1726852	1726853
SL2.50ch01_1465129_1466529	++	10	88	SL2.50ch01	1465786	1465787	0	Spenn-ch01	1726863	1726952
SL2.50ch01_1465129_1466529	++	11	32	SL2.50ch01	1466009	1466010	0	Spenn-ch01	1727174	1727207
SL2.50ch01_1465129_1466529	++	12	1	SL2.50ch01	1466022	1466023	0	Spenn-ch01	1727219	1727221
SL2.50ch01_1465129_1466529	++	13	2	SL2.50ch01	1466109	1466110	0	Spenn-ch01	1727307	1727310
SL2.50ch01_1465129_1466529	++	14	1	SL2.50ch01	1466215	1466216	0	Spenn-ch01	1727415	1727417
SL2.50ch01_1465129_1466529	++	15	0	SL2.50ch01	1466444	1466446	1	Spenn-ch01	1727645	1727646
SL2.50ch01_1473885_1474032	++	1	0	SL2.50ch01	1473914	1473918	3	Spenn-ch01	1737386	1737387
SL2.50ch01_1473885_1474032	++	2	29	SL2.50ch01	1473965	1473966	0	Spenn-ch01	1737434	1737464
SL2.50ch01_1496747_1498501	++	1	1	SL2.50ch01	1496906	1496907	0	Spenn-ch01	1760688	1760690
SL2.50ch01_1496747_1498501	++	2	0	SL2.50ch01	1497025	1497028	2	Spenn-ch01	1760808	1760809
SL2.50ch01_1496747_1498501	++	3	0	SL2.50ch01	1497149	1497151	1	Spenn-ch01	1760930	1760931
SL2.50ch01_1496747_1498501	++	4	0	SL2.50ch01	1497186	1497191	4	Spenn-ch01	1760966	1760967
SL2.50ch01_1496747_1498501	++	5	10	SL2.50ch01	1497264	1497265	0	Spenn-ch01	1761040	1761051
SL2.50ch01_1496747_1498501	++	6	1	SL2.50ch01	1497396	1497397	0	Spenn-ch01	1761182	1761184
SL2.50ch01_1496747_1498501	++	7	1	SL2.50ch01	1497500	1497501	0	Spenn-ch01	1761287	1761289
SL2.50ch01_1496747_1498501	++	8	10	SL2.50ch01	1497506	1497507	0	Spenn-ch01	1761294	1761305
SL2.50ch01_1496747_1498501	++	9	0	SL2.50ch01	1497660	1497670	9	Spenn-ch01	1761458	1761459
SL2.50ch01_1496747_1498501	++	10	0	SL2.50ch01	1497857	1497875	17	Spenn-ch01	1761646	1761647
SL2.50ch01_1496747_1498501	++	11	0	SL2.50ch01	1497923	1497925	1	Spenn-ch01	1761695	1761696
SL2.50ch01_1496747_1498501	++	12	0	SL2.50ch01	1497944	1498081	136	Spenn-ch01	1761715	1761716
SL2.50ch01_1496747_1498501	++	13	2	SL2.50ch01	1498217	1498218	0	Spenn-ch01	1761852	1761855
SL2.50ch01_1496747_1498501	++	14	1	SL2.50ch01	1498241	1498242	0	Spenn-ch01	1761878	1761880
SL2.50ch01_1496747_1498501	++	15	0	SL2.50ch01	1498304	1498308	3	Spenn-ch01	1761942	1761943
SL2.50ch01_1496747_1498501	++	16	1	SL2.50ch01	1498314	1498315	0	Spenn-ch01	1761949	1761951
SL2.50ch01_1496747_1498501	++	17	0	SL2.50ch01	1498427	1498429	1	Spenn-ch01	1762063	1762064
SL2.50ch01_1496747_1498501	++	18	0	SL2.50ch01	1498477	1498479	1	Spenn-ch01	1762112	1762113
SL2.50ch01_1509305_1510257	++	1	0	SL2.50ch01	1509604	1509606	1	Spenn-ch01	1781857	1781858
SL2.50ch01_1509305_1510257	++	2	79	SL2.50ch01	1509915	1509916	0	Spenn-ch01	1782167	1782247
SL2.50ch01_1510305_1510939	++	1	8	SL2.50ch01	1510363	1510364	0	Spenn-ch01	1782694	1782703
SL2.50ch01_1510305_1510939	++	2	1	SL2.50ch01	1510419	1510420	0	Spenn-ch01	1782758	1782760
SL2.50ch01_1510305_1510939	++	3	28	SL2.50ch01	1510438	1510439	0	Spenn-ch01	1782778	1782807
SL2.50ch01_1526868_1527559	++	1	0	SL2.50ch01	1526947	1527264	316	Spenn-ch01	1799612	1799613
SL2.50ch01_1526868_1527559	++	2	0	SL2.50ch01	1527297	1527300	2	Spenn-ch01	1799646	1799647
SL2.50ch01_1531210_1531724	++	1	69	SL2.50ch01	1531613	1531614	0	Spenn-ch01	1804383	1804453
SL2.50ch01_1531210_1531724	++	2	18	SL2.50ch01	1531667	1531668	0	Spenn-ch01	1804506	1804525
SL2.50ch01_1531210_1531724	++	3	2	SL2.50ch01	1531680	1531681	0	Spenn-ch01	1804537	1804540
SL2.50ch01_1534879_1535222	++	1	0	SL2.50ch01	1535074	1535076	1	Spenn-ch01	1807930	1807931
SL2.50ch01_1534879_1535222	++	2	0	SL2.50ch01	1535174	1535198	23	Spenn-ch01	1808029	1808030
SL2.50ch01_1554441_1555602	++	1	1	SL2.50ch01	1554482	1554483	0	Spenn-ch01	1827689	1827691
SL2.50ch01_1554441_1555602	++	2	1	SL2.50ch01	1554579	1554580	0	Spenn-ch01	1827787	1827789
SL2.50ch01_1554441_1555602	++	3	0	SL2.50ch01	1554843	1554845	1	Spenn-ch01	1828052	1828053
SL2.50ch01_1554441_1555602	++	4	7	SL2.50ch01	1554869	1554870	0	Spenn-ch01	1828077	1828085
SL2.50ch01_1554441_1555602	++	5	0	SL2.50ch01	1555004	1555006	1	Spenn-ch01	1828219	1828220
SL2.50ch01_1554441_1555602	++	6	26	SL2.50ch01	1555023	1555024	0	Spenn-ch01	1828237	1828264
SL2.50ch01_1554441_1555602	++	7	1	SL2.50ch01	1555046	1555047	0	Spenn-ch01	1828286	1828288
SL2.50ch01_1554441_1555602	++	8	26	SL2.50ch01	1555514	1555515	0	Spenn-ch01	1828755	1828782
SL2.50ch01_1555953_1556672	++	1	1	SL2.50ch01	1555989	1555990	0	Spenn-ch01	1829256	1829258
SL2.50ch01_1555953_1556672	++	2	90	SL2.50ch01	1556089	1556090	0	Spenn-ch01	1829357	1829448
SL2.50ch01_1555953_1556672	++	3	20	SL2.50ch01	1556232	1556233	0	Spenn-ch01	1829590	1829611
SL2.50ch01_1555953_1556672	++	4	0	SL2.50ch01	1556259	1556261	1	Spenn-ch01	1829637	1829638
SL2.50ch01_1585372_1585991	++	1	2	SL2.50ch01	1585378	1585379	0	Spenn-ch01	1859460	1859463
SL2.50ch01_1585372_1585991	++	2	0	SL2.50ch01	1585434	1585436	1	Spenn-ch01	1859518	1859519
SL2.50ch01_1585372_1585991	++	3	0	SL2.50ch01	1585448	1585450	1	Spenn-ch01	1859531	1859532
SL2.50ch01_1585372_1585991	++	4	0	SL2.50ch01	1585466	1585469	2	Spenn-ch01	1859548	1859549
SL2.50ch01_1585372_1585991	++	5	22	SL2.50ch01	1585527	1585528	0	Spenn-ch01	1859607	1859630
SL2.50ch01_1585372_1585991	++	6	0	SL2.50ch01	1585773	1585853	79	Spenn-ch01	1859875	1859876
SL2.50ch01_1604822_1605359	++	1	13	SL2.50ch01	1604963	1604964	0	Spenn-ch01	1880680	1880694
SL2.50ch01_1604822_1605359	++	2	0	SL2.50ch01	1604980	1604982	1	Spenn-ch01	1880710	1880711
SL2.50ch01_1604822_1605359	++	3	20	SL2.50ch01	1605310	1605311	0	Spenn-ch01	1881039	1881060
SL2.50ch01_1653093_1654691	++	1	1	SL2.50ch01	1653809	1653810	0	Spenn-ch01	1927244	1927246
SL2.50ch01_1653093_1654691	++	2	0	SL2.50ch01	1653903	1653905	1	Spenn-ch01	1927339	1927340
SL2.50ch01_1653093_1654691	++	3	313	SL2.50ch01	1653987	1653988	0	Spenn-ch01	1927422	1927736
SL2.50ch01_1653093_1654691	++	4	1	SL2.50ch01	1654203	1654204	0	Spenn-ch01	1927951	1927953
SL2.50ch01_1653093_1654691	++	5	1	SL2.50ch01	1654278	1654279	0	Spenn-ch01	1928027	1928029
SL2.50ch01_1653093_1654691	++	6	0	SL2.50ch01	1654295	1654300	4	Spenn-ch01	1928045	1928046
SL2.50ch01_1653093_1654691	++	7	8	SL2.50ch01	1654340	1654341	0	Spenn-ch01	1928086	1928095
SL2.50ch01_1654805_1655195	++	1	0	SL2.50ch01	1654932	1654934	1	Spenn-ch01	1928686	1928687
SL2.50ch01_1654805_1655195	++	2	0	SL2.50ch01	1654957	1654986	28	Spenn-ch01	1928710	1928711
SL2.50ch01_1654805_1655195	++	3	0	SL2.50ch01	1654998	1655041	42	Spenn-ch01	1928723	1928724
SL2.50ch01_1654805_1655195	++	4	0	SL2.50ch01	1655046	1655058	11	Spenn-ch01	1928729	1928730
SL2.50ch01_1655524_1655701	++	1	0	SL2.50ch01	1655603	1655628	24	Spenn-ch01	1929275	1929276
SL2.50ch01_1655524_1655701	++	2	0	SL2.50ch01	1655649	1655651	1	Spenn-ch01	1929297	1929298
SL2.50ch01_1662297_1662885	++	1	0	SL2.50ch01	1662467	1662570	102	Spenn-ch01	1936278	1936279
SL2.50ch01_1663941_1664124	++	1	0	SL2.50ch01	1663957	1663979	21	Spenn-ch01	1937665	1937666
SL2.50ch01_1692397_1692898	++	1	305	SL2.50ch01	1692648	1692649	0	Spenn-ch01	1966838	1967144
SL2.50ch01_1692397_1692898	++	2	0	SL2.50ch01	1692824	1692826	1	Spenn-ch01	1967319	1967320
SL2.50ch01_1701525_1702672	++	1	24	SL2.50ch01	1701573	1701574	0	Spenn-ch01	1974217	1974242
SL2.50ch01_1701525_1702672	++	2	37	SL2.50ch01	1702253	1702254	0	Spenn-ch01	1974921	1974959
SL2.50ch01_1732320_1733053	++	1	68	SL2.50ch01	1732586	1732587	0	Spenn-ch01	2029064	2029133
SL2.50ch01_1732320_1733053	++	2	0	SL2.50ch01	1732766	1732768	1	Spenn-ch01	2029312	2029313
SL2.50ch01_1769654_1770563	++	1	0	SL2.50ch01	1769689	1769692	2	Spenn-ch01	2058696	2058697
SL2.50ch01_1769654_1770563	++	2	2	SL2.50ch01	1769749	1769750	0	Spenn-ch01	2058754	2058757
SL2.50ch01_1769654_1770563	++	3	0	SL2.50ch01	1770088	1770090	1	Spenn-ch01	2059095	2059096
SL2.50ch01_1769654_1770563	++	4	0	SL2.50ch01	1770155	1770160	4	Spenn-ch01	2059161	2059162
SL2.50ch01_1769654_1770563	++	5	0	SL2.50ch01	1770221	1770370	148	Spenn-ch01	2059223	2059224
SL2.50ch01_1769654_1770563	++	6	0	SL2.50ch01	1770444	1770460	15	Spenn-ch01	2059298	2059299
SL2.50ch01_1770790_1770930	++	1	0	SL2.50ch01	1770832	1770836	3	Spenn-ch01	2059671	2059672
SL2.50ch01_1770790_1770930	++	2	0	SL2.50ch01	1770864	1770868	3	Spenn-ch01	2059700	2059701
SL2.50ch01_1770790_1770930	++	3	0	SL2.50ch01	1770875	1770882	6	Spenn-ch01	2059708	2059709
SL2.50ch01_1808840_1809679	++	1	10	SL2.50ch01	1809005	1809006	0	Spenn-ch01	2090017	2090028
SL2.50ch01_1808840_1809679	++	2	5	SL2.50ch01	1809043	1809044	0	Spenn-ch01	2090065	2090071
SL2.50ch01_1808840_1809679	++	3	21	SL2.50ch01	1809115	1809116	0	Spenn-ch01	2090142	2090164
SL2.50ch01_1808840_1809679	++	4	0	SL2.50ch01	1809216	1809218	1	Spenn-ch01	2090264	2090265
SL2.50ch01_1808840_1809679	++	5	9	SL2.50ch01	1809316	1809317	0	Spenn-ch01	2090363	2090373
SL2.50ch01_1808840_1809679	++	6	4	SL2.50ch01	1809353	1809354	0	Spenn-ch01	2090409	2090414
SL2.50ch01_1808840_1809679	++	7	0	SL2.50ch01	1809433	1809437	3	Spenn-ch01	2090493	2090494
SL2.50ch01_1916493_1917676	++	1	12	SL2.50ch01	1916648	1916649	0	Spenn-ch01	2150117	2150130
SL2.50ch01_1916493_1917676	++	2	692	SL2.50ch01	1916669	1916670	0	Spenn-ch01	2150150	2150843
SL2.50ch01_1916493_1917676	++	3	1	SL2.50ch01	1916830	1916831	0	Spenn-ch01	2151003	2151005
SL2.50ch01_1916493_1917676	++	4	2	SL2.50ch01	1916838	1916839	0	Spenn-ch01	2151012	2151015
SL2.50ch01_1916493_1917676	++	5	2	SL2.50ch01	1917145	1917146	0	Spenn-ch01	2151321	2151324
SL2.50ch01_1916493_1917676	++	6	1	SL2.50ch01	1917266	1917267	0	Spenn-ch01	2151444	2151446
SL2.50ch01_1916493_1917676	++	7	1	SL2.50ch01	1917464	1917465	0	Spenn-ch01	2151643	2151645
SL2.50ch01_1916493_1917676	++	8	16	SL2.50ch01	1917570	1917571	0	Spenn-ch01	2151750	2151767
SL2.50ch01_1916493_1917676	++	9	0	SL2.50ch01	1917637	1917639	1	Spenn-ch01	2151833	2151834
SL2.50ch01_1942008_1943909	++	1	2	SL2.50ch01	1942340	1942341	0	Spenn-ch01	2176003	2176006
SL2.50ch01_1942008_1943909	++	2	6	SL2.50ch01	1942558	1942559	0	Spenn-ch01	2176223	2176230
SL2.50ch01_1942008_1943909	++	3	1	SL2.50ch01	1942602	1942603	0	Spenn-ch01	2176273	2176275
SL2.50ch01_1942008_1943909	++	4	1	SL2.50ch01	1943302	1943303	0	Spenn-ch01	2176974	2176976
SL2.50ch01_1942008_1943909	++	5	0	SL2.50ch01	1943435	1943793	357	Spenn-ch01	2177108	2177109
SL2.50ch01_1948405_1948651	++	1	0	SL2.50ch01	1948462	1948464	1	Spenn-ch01	2181826	2181827
SL2.50ch01_1948405_1948651	++	2	25	SL2.50ch01	1948520	1948521	0	Spenn-ch01	2181883	2181909
SL2.50ch01_1948964_1950032	++	1	0	SL2.50ch01	1949062	1949064	1	Spenn-ch01	2182446	2182447
SL2.50ch01_1948964_1950032	++	2	1	SL2.50ch01	1949106	1949107	0	Spenn-ch01	2182489	2182491
SL2.50ch01_1948964_1950032	++	3	0	SL2.50ch01	1949225	1949234	8	Spenn-ch01	2182609	2182610
SL2.50ch01_1948964_1950032	++	4	1	SL2.50ch01	1949472	1949473	0	Spenn-ch01	2182848	2182850
SL2.50ch01_1948964_1950032	++	5	0	SL2.50ch01	1949506	1949508	1	Spenn-ch01	2182883	2182884
SL2.50ch01_1948964_1950032	++	6	1	SL2.50ch01	1949633	1949634	0	Spenn-ch01	2183009	2183011
SL2.50ch01_1948964_1950032	++	7	1	SL2.50ch01	1949761	1949762	0	Spenn-ch01	2183138	2183140
SL2.50ch01_1948964_1950032	++	8	0	SL2.50ch01	1949786	1949789	2	Spenn-ch01	2183164	2183165
SL2.50ch01_1948964_1950032	++	9	11	SL2.50ch01	1949835	1949836	0	Spenn-ch01	2183211	2183223
SL2.50ch01_1948964_1950032	++	10	69	SL2.50ch01	1949951	1949952	0	Spenn-ch01	2183338	2183408
SL2.50ch01_1955890_1957531	++	1	0	SL2.50ch01	1955966	1955970	3	Spenn-ch01	2187810	2187811
SL2.50ch01_1955890_1957531	++	2	0	SL2.50ch01	1956133	1956136	2	Spenn-ch01	2187974	2187975
SL2.50ch01_1955890_1957531	++	3	0	SL2.50ch01	1956163	1956165	1	Spenn-ch01	2188002	2188003
SL2.50ch01_1955890_1957531	++	4	0	SL2.50ch01	1956225	1956227	1	Spenn-ch01	2188063	2188064
SL2.50ch01_1955890_1957531	++	5	0	SL2.50ch01	1956289	1956410	120	Spenn-ch01	2188126	2188127
SL2.50ch01_1955890_1957531	++	6	0	SL2.50ch01	1956523	1956525	1	Spenn-ch01	2188240	2188241
SL2.50ch01_1955890_1957531	++	7	0	SL2.50ch01	1956581	1956583	1	Spenn-ch01	2188297	2188298
SL2.50ch01_1955890_1957531	++	8	1	SL2.50ch01	1956605	1956606	0	Spenn-ch01	2188320	2188322
SL2.50ch01_1955890_1957531	++	9	24	SL2.50ch01	1956711	1956712	0	Spenn-ch01	2188427	2188452
SL2.50ch01_1955890_1957531	++	10	1	SL2.50ch01	1956736	1956737	0	Spenn-ch01	2188476	2188478
SL2.50ch01_1955890_1957531	++	11	1	SL2.50ch01	1956754	1956755	0	Spenn-ch01	2188495	2188497
SL2.50ch01_1955890_1957531	++	12	15	SL2.50ch01	1956773	1956774	0	Spenn-ch01	2188515	2188531
SL2.50ch01_1955890_1957531	++	13	0	SL2.50ch01	1956797	1956812	14	Spenn-ch01	2188554	2188555
SL2.50ch01_1955890_1957531	++	14	1	SL2.50ch01	1956937	1956938	0	Spenn-ch01	2188680	2188682
SL2.50ch01_1955890_1957531	++	15	0	SL2.50ch01	1957116	1957118	1	Spenn-ch01	2188860	2188861
SL2.50ch01_1955890_1957531	++	16	10	SL2.50ch01	1957243	1957244	0	Spenn-ch01	2188986	2188997
SL2.50ch01_1955890_1957531	++	17	0	SL2.50ch01	1957321	1957324	2	Spenn-ch01	2189074	2189075
SL2.50ch01_1955890_1957531	++	18	0	SL2.50ch01	1957382	1957385	2	Spenn-ch01	2189133	2189134
SL2.50ch01_1955890_1957531	++	19	0	SL2.50ch01	1957468	1957471	2	Spenn-ch01	2189217	2189218
SL2.50ch01_2001043_2001429	++	1	29	SL2.50ch01	2001105	2001106	0	Spenn-ch01	2256832	2256862
SL2.50ch01_2001043_2001429	++	2	1	SL2.50ch01	2001143	2001144	0	Spenn-ch01	2256899	2256901
SL2.50ch01_2001043_2001429	++	3	0	SL2.50ch01	2001327	2001330	2	Spenn-ch01	2257084	2257085
SL2.50ch01_2016820_2018518	++	1	42	SL2.50ch01	2016849	2016850	0	Spenn-ch01	2272770	2272813
SL2.50ch01_2016820_2018518	++	2	0	SL2.50ch01	2017247	2017361	113	Spenn-ch01	2273210	2273211
SL2.50ch01_2016820_2018518	++	3	1	SL2.50ch01	2017368	2017369	0	Spenn-ch01	2273218	2273220
SL2.50ch01_2016820_2018518	++	4	0	SL2.50ch01	2017383	2017402	18	Spenn-ch01	2273234	2273235
SL2.50ch01_2016820_2018518	++	5	0	SL2.50ch01	2017591	2017596	4	Spenn-ch01	2273424	2273425
SL2.50ch01_2016820_2018518	++	6	1	SL2.50ch01	2017664	2017665	0	Spenn-ch01	2273493	2273495
SL2.50ch01_2016820_2018518	++	7	23	SL2.50ch01	2017708	2017709	0	Spenn-ch01	2273538	2273562
SL2.50ch01_2016820_2018518	++	8	132	SL2.50ch01	2017740	2017741	0	Spenn-ch01	2273593	2273726
SL2.50ch01_2016820_2018518	++	9	21	SL2.50ch01	2017766	2017767	0	Spenn-ch01	2273751	2273773
SL2.50ch01_2016820_2018518	++	10	1	SL2.50ch01	2017957	2017958	0	Spenn-ch01	2273963	2273965
SL2.50ch01_2016820_2018518	++	11	6	SL2.50ch01	2018016	2018017	0	Spenn-ch01	2274023	2274030
SL2.50ch01_2016820_2018518	++	12	1	SL2.50ch01	2018037	2018038	0	Spenn-ch01	2274050	2274052
SL2.50ch01_2016820_2018518	++	13	1	SL2.50ch01	2018163	2018164	0	Spenn-ch01	2274177	2274179
SL2.50ch01_2016820_2018518	++	14	1	SL2.50ch01	2018306	2018307	0	Spenn-ch01	2274321	2274323
SL2.50ch01_2019567_2020094	++	1	0	SL2.50ch01	2019709	2019748	38	Spenn-ch01	2275733	2275734
SL2.50ch01_2044707_2045090	++	1	1	SL2.50ch01	2044766	2044767	0	Spenn-ch01	2305666	2305668
SL2.50ch01_2044707_2045090	++	2	0	SL2.50ch01	2044965	2045010	44	Spenn-ch01	2305866	2305867
SL2.50ch01_2062871_2063020	++	1	0	SL2.50ch01	2062914	2062927	12	Spenn-ch01	2322904	2322905
SL2.50ch01_2096312_2097140	++	1	0	SL2.50ch01	2096407	2096409	1	Spenn-ch01	2355355	2355356
SL2.50ch01_2096312_2097140	++	2	0	SL2.50ch01	2096428	2096530	101	Spenn-ch01	2355375	2355376
SL2.50ch01_2096312_2097140	++	3	1	SL2.50ch01	2096796	2096797	0	Spenn-ch01	2355642	2355644
SL2.50ch01_2096312_2097140	++	4	1	SL2.50ch01	2096956	2096957	0	Spenn-ch01	2355803	2355805
SL2.50ch01_2096312_2097140	++	5	1	SL2.50ch01	2097068	2097069	0	Spenn-ch01	2355916	2355918
SL2.50ch01_2101888_2102595	++	1	0	SL2.50ch01	2102168	2102207	38	Spenn-ch01	2361717	2361718
SL2.50ch01_2101888_2102595	++	2	0	SL2.50ch01	2102282	2102286	3	Spenn-ch01	2361793	2361794
SL2.50ch01_2101888_2102595	++	3	1	SL2.50ch01	2102402	2102403	0	Spenn-ch01	2361910	2361912
SL2.50ch01_2101888_2102595	++	4	0	SL2.50ch01	2102547	2102552	4	Spenn-ch01	2362056	2362057
SL2.50ch01_2112445_2114427	++	1	0	SL2.50ch01	2112567	2112569	1	Spenn-ch01	2372360	2372361
SL2.50ch01_2112445_2114427	++	2	0	SL2.50ch01	2112725	2112727	1	Spenn-ch01	2372517	2372518
SL2.50ch01_2112445_2114427	++	3	0	SL2.50ch01	2112779	2112781	1	Spenn-ch01	2372570	2372571
SL2.50ch01_2112445_2114427	++	4	0	SL2.50ch01	2112802	2112805	2	Spenn-ch01	2372592	2372593
SL2.50ch01_2112445_2114427	++	5	0	SL2.50ch01	2112811	2113172	360	Spenn-ch01	2372599	2372600
SL2.50ch01_2112445_2114427	++	6	49	SL2.50ch01	2113256	2113257	0	Spenn-ch01	2372684	2372734
SL2.50ch01_2112445_2114427	++	7	1	SL2.50ch01	2113265	2113266	0	Spenn-ch01	2372742	2372744
SL2.50ch01_2112445_2114427	++	8	0	SL2.50ch01	2113349	2113365	15	Spenn-ch01	2372827	2372828
SL2.50ch01_2112445_2114427	++	9	0	SL2.50ch01	2113412	2113416	3	Spenn-ch01	2372875	2372876
SL2.50ch01_2112445_2114427	++	10	0	SL2.50ch01	2113445	2113447	1	Spenn-ch01	2372905	2372906
SL2.50ch01_2112445_2114427	++	11	0	SL2.50ch01	2113485	2113487	1	Spenn-ch01	2372944	2372945
SL2.50ch01_2112445_2114427	++	12	3	SL2.50ch01	2113525	2113526	0	Spenn-ch01	2372983	2372987
SL2.50ch01_2112445_2114427	++	13	0	SL2.50ch01	2113738	2113740	1	Spenn-ch01	2373199	2373200
SL2.50ch01_2112445_2114427	++	14	0	SL2.50ch01	2113882	2113885	2	Spenn-ch01	2373342	2373343
SL2.50ch01_2112445_2114427	++	15	0	SL2.50ch01	2113926	2113929	2	Spenn-ch01	2373384	2373385
SL2.50ch01_2112445_2114427	++	16	10	SL2.50ch01	2113997	2113998	0	Spenn-ch01	2373453	2373464
SL2.50ch01_2112445_2114427	++	17	48	SL2.50ch01	2114106	2114107	0	Spenn-ch01	2373572	2373621
SL2.50ch01_2112445_2114427	++	18	2	SL2.50ch01	2114152	2114153	0	Spenn-ch01	2373666	2373669
SL2.50ch01_2112445_2114427	++	19	0	SL2.50ch01	2114186	2114188	1	Spenn-ch01	2373702	2373703
SL2.50ch01_2116892_2117907	++	1	1	SL2.50ch01	2116946	2116947	0	Spenn-ch01	2376469	2376471
SL2.50ch01_2116892_2117907	++	2	17	SL2.50ch01	2117199	2117200	0	Spenn-ch01	2376723	2376741
SL2.50ch01_2116892_2117907	++	3	1	SL2.50ch01	2117253	2117254	0	Spenn-ch01	2376794	2376796
SL2.50ch01_2116892_2117907	++	4	2	SL2.50ch01	2117368	2117369	0	Spenn-ch01	2376910	2376913
SL2.50ch01_2116892_2117907	++	5	13	SL2.50ch01	2117396	2117397	0	Spenn-ch01	2376940	2376954
SL2.50ch01_2116892_2117907	++	6	1	SL2.50ch01	2117481	2117482	0	Spenn-ch01	2377038	2377040
SL2.50ch01_2116892_2117907	++	7	0	SL2.50ch01	2117543	2117545	1	Spenn-ch01	2377101	2377102
SL2.50ch01_2116892_2117907	++	8	0	SL2.50ch01	2117565	2117567	1	Spenn-ch01	2377122	2377123
SL2.50ch01_2116892_2117907	++	9	2	SL2.50ch01	2117650	2117651	0	Spenn-ch01	2377206	2377209
SL2.50ch01_2116892_2117907	++	10	23	SL2.50ch01	2117685	2117686	0	Spenn-ch01	2377243	2377267
SL2.50ch01_2116892_2117907	++	11	17	SL2.50ch01	2117699	2117700	0	Spenn-ch01	2377280	2377298
SL2.50ch01_2116892_2117907	++	12	68	SL2.50ch01	2117721	2117722	0	Spenn-ch01	2377319	2377388
SL2.50ch01_2116892_2117907	++	13	1	SL2.50ch01	2117744	2117745	0	Spenn-ch01	2377410	2377412
SL2.50ch01_2116892_2117907	++	14	2	SL2.50ch01	2117795	2117796	0	Spenn-ch01	2377462	2377465
SL2.50ch01_2116892_2117907	++	15	708	SL2.50ch01	2117819	2117820	0	Spenn-ch01	2377488	2378197
SL2.50ch01_2116892_2117907	++	16	1	SL2.50ch01	2117845	2117846	0	Spenn-ch01	2378222	2378224
SL2.50ch01_2116892_2117907	++	17	8	SL2.50ch01	2117874	2117875	0	Spenn-ch01	2378252	2378261
SL2.50ch01_2118178_2118349	++	1	0	SL2.50ch01	2118283	2118315	31	Spenn-ch01	2378668	2378669
SL2.50ch01_2118487_2118773	++	1	0	SL2.50ch01	2118554	2118701	146	Spenn-ch01	2378908	2378909
SL2.50ch01_2118977_2119544	++	1	370	SL2.50ch01	2119320	2119321	0	Spenn-ch01	2379528	2379899
SL2.50ch01_2118977_2119544	++	2	0	SL2.50ch01	2119347	2119349	1	Spenn-ch01	2379925	2379926
SL2.50ch01_2118977_2119544	++	3	0	SL2.50ch01	2119379	2119384	4	Spenn-ch01	2379956	2379957
SL2.50ch01_2118977_2119544	++	4	0	SL2.50ch01	2119465	2119467	1	Spenn-ch01	2380038	2380039
SL2.50ch01_2118977_2119544	++	5	368	SL2.50ch01	2119500	2119501	0	Spenn-ch01	2380072	2380441
SL2.50ch01_2123044_2123944	++	1	0	SL2.50ch01	2123191	2123193	1	Spenn-ch01	2384114	2384115
